Original Extrapolated Smoother  Refactored Extrapolated Smoother
4.9331445577e-01  4.9331445577e-01,
6.8686558246e-01  6.8686558246e-01,
4.8045298858e-01  4.8045298858e-01,
6.8108996499e-01  6.8108996499e-01,
5.3825409793e-01  5.3825409793e-01,
6.9811851294e-01  6.9811851294e-01,
5.7235819328e-01  5.7235819328e-01,
7.0816409718e-01  7.0816409718e-01,
5.7457416530e-01  5.7457416530e-01,
7.1688244688e-01  7.1688244688e-01,
5.9739419833e-01  5.9739419833e-01,
7.3463691745e-01  7.3463691745e-01,
6.2080097462e-01  6.2080097462e-01,
7.4934325275e-01  7.4934325275e-01,
6.2266303511e-01  6.2266303511e-01,
7.5199379585e-01  7.5199379585e-01,
6.0532073578e-01  6.0532073578e-01,
7.4456629033e-01  7.4456629033e-01,
5.8511070273e-01  5.8511070273e-01,
7.2882778922e-01  7.2882778922e-01,
5.5514646623e-01  5.5514646623e-01,
7.0718577334e-01  7.0718577334e-01,
5.1338008626e-01  5.1338008626e-01,
7.0099500406e-01  7.0099500406e-01,
5.3873721003e-01  5.3873721003e-01,
7.1008259067e-01  7.1008259067e-01,
6.1894405404e-01  6.1894405404e-01,
7.1020922831e-01  7.1020922831e-01,
5.9983294887e-01  5.9983294887e-01,
7.0682652673e-01  7.0682652673e-01,
4.9528311991e-01  4.9528311991e-01,
7.0526389244e-01  7.0526389244e-01,
4.8658330636e-01  4.8658330636e-01,
7.1102676920e-01  7.1102676920e-01,
5.8641945678e-01  5.8641945678e-01,
7.3006355452e-01  7.3006355452e-01,
6.3870835392e-01  6.3870835392e-01,
7.3877016317e-01  7.3877016317e-01,
6.2878844486e-01  6.2878844486e-01,
7.3707037882e-01  7.3707037882e-01,
6.3205984795e-01  6.3205984795e-01,
7.4402724302e-01  7.4402724302e-01,
6.3974587834e-01  6.3974587834e-01,
7.5439183168e-01  7.5439183168e-01,
6.3340693641e-01  6.3340693641e-01,
7.5769212241e-01  7.5769212241e-01,
6.1920028977e-01  6.1920028977e-01,
7.5073306822e-01  7.5073306822e-01,
6.0233240710e-01  6.0233240710e-01,
7.3476712505e-01  7.3476712505e-01,
5.7270809192e-01  5.7270809192e-01,
7.1137818078e-01  7.1137818078e-01,
5.1860779753e-01  5.1860779753e-01,
6.9695830338e-01  6.9695830338e-01,
4.9542149942e-01  4.9542149942e-01,
6.9728265752e-01  6.9728265752e-01,
4.9648084195e-01  4.9648084195e-01,
6.8097040611e-01  6.8097040611e-01,
4.3083939008e-01  4.3083939008e-01,
6.6209630348e-01  6.6209630348e-01,
4.0624505742e-01  4.0624505742e-01,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00
